timestamp,cotovelo_direito
2.198776960372925,23.079657339142155
2.35628604888916,23.15957875425465
2.502018928527832,26.459874416898508
2.6138296127319336,26.484888156548884
2.6973917484283447,26.63490141229751
2.813110113143921,25.97477768800988
2.905156373977661,28.232066363284055
3.0025453567504883,27.80618750367452
3.5039632320404053,29.326329452253045
3.622788906097412,29.650151490433906
3.817824602127075,23.70759555045243
3.904489755630493,24.061064529372747
4.001485109329224,24.41830875312565
4.090684652328491,22.819857758415726
4.183777570724487,23.198327859683065
4.267929553985596,25.910999592327947
4.383301496505737,26.066465590147992
4.573707818984985,25.151550089226692
4.718384265899658,25.648652572793
4.815408229827881,21.599767474934545
4.913363695144653,22.748904006440902
5.017010450363159,28.72055005203187
5.103954076766968,28.359413048087028
5.2069573402404785,27.71850162831374
5.30927848815918,25.410390779022705
5.401864051818848,26.4811508960653
5.4981560707092285,24.35791619510023
5.581815719604492,23.735668882588758
5.686144113540649,23.75658256833957
